data/compact1.txt https://www.compact-online.de/wow-chinesische-soldatinnen-die-schaerfste-waffe-gegen-uncle-sam/ 2018-01-25 |['Jürgen Elsässer'] | Internationale Politik |radically right| None
data/compact1276.txt https://www.compact-online.de/terror-in-stockholm-lkw-rast-in-menschenmenge-aktuelle-meldung/ 2017-04-11 |['Karel Meissner'] | Highlights |radically right| None
data/compact1277.txt https://www.compact-online.de/die-sieferle-medizin-so-widerlegen-sie-die-luegen-der-asyl-lobby/ 2017-04-10 |['COMPACT-Shop'] | Allgemein |radically right| None
data/compact1278.txt https://www.compact-online.de/bombenumfragewerte-fuer-trump-russlandhetze-nur-show/ 2017-04-10 |['Tino Perlick'] | Internationale Politik |radically right| None
data/compact1279.txt https://www.compact-online.de/cdu-politikerin-muslimischer-soehnchenkult-als-integrationsproblem/ 2017-04-10 |['Valentina Schacht'] | Innenpolitik |radically right| None
data/compact1280.txt https://www.compact-online.de/zwei-is-anschlaege-auf-christliche-kirchen-in-aegypten/ 2017-04-09 |['Esmiralda Sturm'] | Internationale Politik |radically right| None
data/compact1281.txt https://www.compact-online.de/mord-an-buback-hat-die-raf-mit-dem-verfassungsschutz-kooperiert/ 2017-04-09 |['Inter Views'] | Highlights |radically right| None
data/compact1282.txt https://www.compact-online.de/der-umbau-amerikas/ 2017-04-08 |['Dr. Hartmut Grebe'] | Internationale Politik |radically right| None
data/compact1283.txt https://www.compact-online.de/bullerbue-brennt-unkontrollierte-grenzoeffnung-laesst-schweden-in-gewalt-versinken/ 2017-04-08 |['COMPACT-Shop'] | Allgemein |radically right| None
data/compact1284.txt https://www.compact-online.de/saschas-lobotomie-oder-wir-nennen-es-wahrheit/ 2017-04-08 |['Paula Varga'] | Internationale Politik |radically right| None
data/compact1285.txt https://www.compact-online.de/chemiewaffenluege-versetzt-transatlantiker-in-kriegsrausch/ 2017-04-07 |['Katja Wolters'] | Allgemein |radically right| None
data/compact1286.txt https://www.compact-online.de/syrien-experte-bei-lanz-keine-zeitung-stellt-die-zusammenhaenge-richtig-dar-doch/ 2017-04-07 |['COMPACT-Magazin'] | Allgemein |radically right| None
data/compact1287.txt https://www.compact-online.de/fuck-trump-der-typ-ist-irre-geworden/ 2017-04-07 |['Jürgen Elsässer'] | Highlights |radically right| None
data/compact1288.txt https://www.compact-online.de/wird-trump-bush-putin-aggressiver-akt-gegen-souveraenes-land/ 2017-04-07 |['Tino Perlick'] | Allgemein |radically right| None
data/compact1289.txt https://www.compact-online.de/eine-unfassbare-tat-asiatische-fluechtlingshelferin-erstochen/ 2017-04-07 |['COMPACT-Shop'] | Innenpolitik |radically right| None
data/compact1290.txt https://www.compact-online.de/kulturministerin-will-moschee-in-potsdamer-garnisonkirche/ 2017-04-06 |['Karel Meissner'] | Innenpolitik |radically right| None
data/compact1291.txt https://www.compact-online.de/sturm-ueber-damaskus-neocons-kurz-vor-dem-ziel/ 2017-04-06 |['Tino Perlick'] | Highlights |radically right| None
data/compact1292.txt https://www.compact-online.de/brutaler-ueberfall-auf-joggerin-in-berlin-luegenpresse-im-zwiespalt/ 2017-04-06 |['Esmiralda Sturm'] | Innenpolitik |radically right| None
data/compact1293.txt https://www.compact-online.de/baerd-regime-hexenjagd-auf-eine-schauspielerin/ 2017-04-05 |['Jürgen Elsässer'] | Highlights |radically right| None
data/compact1294.txt https://www.compact-online.de/false-flag-gasangriff-in-syrien-keine-chance-fuer-frieden/ 2017-04-05 |['Tino Perlick'] | Internationale Politik |radically right| None
data/compact1295.txt https://www.compact-online.de/compact-streit-club-2-sensationell-multikulti-trifft-nationalismus-und-kahanes-traum-linker-apartheid/ 2017-04-05 |['Marc Dassen'] | Innenpolitik |radically right| None
data/compact1296.txt https://www.compact-online.de/watergate-2-0-top-beraterin-obamas-orderte-kenntlichmachung-von-bespitzelten-trump-mitarbeitern/ 2017-04-04 |['Tino Perlick'] | Internationale Politik |radically right| None
data/compact1297.txt https://www.compact-online.de/russischer-erzpriester-an-berlin-bitte-erleuchtet-das-brandenburger-tor/ 2017-04-04 |['Gast Autor'] | Innenpolitik |radically right| None
data/compact1298.txt https://www.compact-online.de/wertvoller-als-gold-machetenvergewaltiger-noch-immer-auf-freiem-fuss/ 2017-04-04 |['Katja Wolters'] | Innenpolitik |radically right| None
data/compact1299.txt https://www.compact-online.de/kommentar-keine-traenen-fuer-russische-opfer/ 2017-04-04 |['Tino Perlick'] | Internationale Politik |radically right| None
data/compact1300.txt https://www.compact-online.de/compact-streit-club-1-volker-weiss-steile-thesen-gegen-die-neue-rechte/ 2017-04-03 |['Marc Dassen'] | Innenpolitik |radically right| None
data/compact1301.txt https://www.compact-online.de/erdogan-bezeichnet-eu-als-kreuzritter-allianz-plus-best-of-erdo/ 2017-04-03 |['Katja Wolters'] | Internationale Politik |radically right| None
data/compact1302.txt https://www.compact-online.de/krieg-gegen-das-bargeld-sparkassen-und-co-verlangen-gebuehren-fuers-geldabheben/ 2017-04-03 |['Tino Perlick'] | Innenpolitik |radically right| None
data/compact1303.txt https://www.compact-online.de/gender-initiatiative-unterstuetzt-werberat-gegen-sexistische-werbung/ 2017-04-02 |['Karel Meissner'] | Innenpolitik |radically right| None
data/compact1304.txt https://www.compact-online.de/aussenpolitische-wende-usa-am-sturz-von-assad-nicht-mehr-interessiert/ 2017-04-02 |['V. Berger'] | Allgemein |radically right| None
data/compact1305.txt https://www.compact-online.de/julian-assanges-asyl-ist-wahlkampfthema-in-esuador/ 2017-04-01 |['Valentina Schacht'] | Internationale Politik |radically right| None
data/compact1306.txt https://www.compact-online.de/streitet-sich-die-afd-freut-sich-der-schaeuble/ 2017-04-01 |['Esmiralda Sturm'] | Innenpolitik |radically right| None
data/compact1307.txt https://www.compact-online.de/compact-tv-diskussion-mit-akif-pirincci-zu-compact-42017-ab-heute-am-kiosk/ 2017-04-01 |['COMPACT-TV'] | Highlights |radically right| None
data/compact1308.txt https://www.compact-online.de/facebook-erklaert-warum-die-maas-zensur-eine-zumutung-ist/ 2017-03-31 |['Karel Meissner'] | Allgemein |radically right| None
data/compact1309.txt https://www.compact-online.de/compact-tv-elsaesser-bei-pegida-am-27-maerz-2017-video/ 2017-03-31 |['COMPACT-TV'] | Innenpolitik |radically right| None
data/compact1310.txt https://www.compact-online.de/dresdner-schrottbus-installation-kommt-nach-berlin/ 2017-03-31 |['Esmiralda Sturm'] | Innenpolitik |radically right| None
data/compact1311.txt https://www.compact-online.de/ohne-petry-ist-genauso-schlimm-wie-ohne-hoecke/ 2017-03-30 |['Wolfgang Eggert'] | Innenpolitik |radically right| None
data/compact1312.txt https://www.compact-online.de/missverstaendnis-plant-frauke-petry-den-rueckzug-aus-der-politik-oder-doch-nicht/ 2017-03-30 |['Valentina Schacht'] | Innenpolitik |radically right| None
data/compact1313.txt https://www.compact-online.de/asyl-unsere-toten-diskussion-zu-compact-spezial-13/ 2017-03-30 |['COMPACT-TV'] | Highlights |radically right| None
data/compact1314.txt https://www.compact-online.de/praesident-des-eu-parlaments-greift-viktor-orbans-konzept-zur-massenmigration-auf/ 2017-03-30 |['Esmiralda Sturm'] | Internationale Politik |radically right| None
data/compact1315.txt https://www.compact-online.de/clash-of-cultures-etwas-anders-gesehen/ 2017-03-29 |['Dr. Hartmut Grebe'] | Internationale Politik |radically right| None
data/compact1316.txt https://www.compact-online.de/brexit-ab-heute-offiziell-eu-will-stattdessen-eine-art-ttip-mit-grossbritannien/ 2017-03-29 |['Kristin von Appen'] | Highlights |radically right| None
data/compact1317.txt https://www.compact-online.de/auf-ein-unangenehmes-wort-herr-hoecke/ 2017-03-29 |['Wolfgang Eggert'] | Innenpolitik |radically right| None
data/compact1318.txt https://www.compact-online.de/endlich-das-erste-gender-bier-ist-da/ 2017-03-28 |['Karel Meissner'] | Innenpolitik |radically right| None
data/compact1319.txt https://www.compact-online.de/terrorangst-paris-will-eiffelturm-durch-panzerglas-sichern/ 2017-03-28 |['Esmiralda Sturm'] | Internationale Politik |radically right| None
data/compact1320.txt https://www.compact-online.de/compact-tv-elsaesser-zur-unerfreulichen-saarland-wahl/ 2017-03-27 |['COMPACT-TV'] | Highlights |radically right| None
data/compact1321.txt https://www.compact-online.de/o-ton-die-rede-die-frauke-petry-in-die-traenen-trieb/ 2017-03-27 |['Gast Autor'] | Highlights |radically right| None
data/compact1322.txt https://www.compact-online.de/russland-und-china-verabschieden-sich-vom-dollar/ 2017-03-27 |['V. Berger'] | Internationale Politik |radically right| None
data/compact1323.txt https://www.compact-online.de/leipziger-buchmesse-peinliche-antifa-demo-vor-dem-compact-stand/ 2017-03-27 |['COMPACT'] | Highlights |radically right| None
data/compact1324.txt https://www.compact-online.de/wahlergebnisse-saarland-hochrechnung-afd-drin-gewinner-cdu/ 2017-03-26 |['COMPACT'] | Highlights |radically right| None
data/compact1325.txt https://www.compact-online.de/juncker-nur-eu-sorgt-fuer-frieden-in-europa/ 2017-03-26 |['Esmiralda Sturm'] | Internationale Politik |radically right| None
data/compact1326.txt https://www.compact-online.de/die-militarisierung-der-strafverfolgung-in-den-usa/ 2017-03-25 |['Dr. Hartmut Grebe'] | Internationale Politik |radically right| None
data/compact1327.txt https://www.compact-online.de/vor-der-wahl-cdu-dreht-sich-um-180-grad/ 2017-03-25 |['Esmiralda Sturm'] | Innenpolitik |radically right| None
data/compact1328.txt https://www.compact-online.de/inquisistionsbroschuere-verdi-chef-distanziert-sich/ 2017-03-25 |['Karel Meissner'] | Innenpolitik |radically right| None
data/compact1329.txt https://www.compact-online.de/filmkritik-silence/ 2017-03-25 |['Tino Perlick'] | Kultur |radically right| None
data/compact1330.txt https://www.compact-online.de/kundschafter-des-friedens-eine-stasi-komoedie/ 2017-03-24 |['Stefan Lüdemann'] | Innenpolitik |radically right| None
data/compact1331.txt https://www.compact-online.de/frauke-petry-provoziert-weiter/ 2017-03-24 |['Jürgen Elsässer'] | Innenpolitik |radically right| None
data/compact1332.txt https://www.compact-online.de/heute-compact-veranstaltung-auf-leipziger-buchmesse/ 2017-03-24 |['COMPACT'] | Highlights |radically right| None
data/compact1333.txt https://www.compact-online.de/die-ver-di-stasi-gewerkschaft-ruft-zur-denunzierung-von-kollegen-auf/ 2017-03-24 |['Marc Dassen'] | Allgemein |radically right| None
data/compact1334.txt https://www.compact-online.de/sprachwissenschaftler-eliten-betreiben-sprachwaschmaschine/ 2017-03-23 |['Esmiralda Sturm'] | Innenpolitik |radically right| None
data/compact1335.txt https://www.compact-online.de/compact-auf-der-leipziger-buchmesse-2017/ 2017-03-23,COMPACT-Shop,COMPACT-Veranstaltungen
data/compact1336.txt https://www.compact-online.de/terror-in-london-bist-du-jetzt-zufrieden-erdogan/ 2017-03-23 |['Jürgen Elsässer'] | Highlights |radically right| None
data/compact1337.txt https://www.compact-online.de/terror-in-london-tote-und-verletzte/ 2017-03-22 |['COMPACT'] | Highlights |radically right| None
data/compact1338.txt https://www.compact-online.de/italien-fuenf-sterne-bewegung-beliebt-wie-nie-zuvor/ 2017-03-22 |['Kristin von Appen'] | Internationale Politik |radically right| None
data/compact1339.txt https://www.compact-online.de/ein-schaedlicher-konflikt/ 2017-03-22 |['Gast Autor'] | Innenpolitik |radically right| None
data/compact1340.txt https://www.compact-online.de/geschichtsprofessor-gegen-antifa-hetze-teilerfolg-vor-gericht/ 2017-03-21 |['Esmiralda Sturm'] | Innenpolitik |radically right| None
data/compact1341.txt https://www.compact-online.de/bizarr-deutsche-sicherheitskraefte-sollen-erdogan-anhaenger-vor-tuerkischen-gegnern-schuetzen/ 2017-03-21 |['Karel Meissner'] | Innenpolitik |radically right| None
data/compact1342.txt https://www.compact-online.de/verschollen-im-death-valley/ 2017-03-21 |['Dr. Hartmut Grebe'] | Kultur |radically right| None
data/compact1343.txt https://www.compact-online.de/compact-tv-erdogan-umsturz-in-deutschland-die-erste-compact-extraausgabe/ 2017-03-20 |['COMPACT-TV'] | Highlights |radically right| None
data/compact1344.txt https://www.compact-online.de/edward-snowden-aeussert-sich-zur-abhoeraffaere-zwischen-trump-und-obama/ 2017-03-20 |['Katja Wolters'] | Internationale Politik |radically right| None
data/compact1345.txt https://www.compact-online.de/danksagung-an-martin-schulz-ein-lyrischer-kommentar-von-johannes-r-becher/ 2017-03-20 |['Gast Autor'] | Innenpolitik |radically right| None
data/compact1346.txt https://www.compact-online.de/abitur-fuer-alle/ 2017-03-20 |['COMPACT-Shop'] | Innenpolitik |radically right| None
data/compact1347.txt https://www.compact-online.de/big-heiko-is-watching-you-neuer-gesetzentwurf/ 2017-03-19 |['Esmiralda Sturm'] | Highlights |radically right| None
data/compact1348.txt https://www.compact-online.de/pro-eu-demos-bald-landesweit-gleichzeitig-klagt-juncker-ueber-mangelndes-eu-interesse/ 2017-03-19 |['V. Berger'] | Innenpolitik |radically right| None
data/compact1349.txt https://www.compact-online.de/versuchtes-attentat-auf-dem-flughafen-orly-paris/ 2017-03-18 |['Esmiralda Sturm'] | Internationale Politik |radically right| None
data/compact1350.txt https://www.compact-online.de/erdogan-will-endlich-ueber-leben-und-tod-seiner-buerger-entscheiden/ 2017-03-18 |['Esmiralda Sturm'] | Allgemein |radically right| None
data/compact1351.txt https://www.compact-online.de/oberlehrer-martin-schulz-oder-wie-man-deutschlands-ansehen-ruiniert/ 2017-03-18 |['Dr. Hartmut Grebe'] | Innenpolitik |radically right| None
data/compact1352.txt https://www.compact-online.de/trump-zu-merkel-die-eigenen-buerger-muessen-zuerst-kommen/ 2017-03-17 |['Tino Perlick'] | Highlights |radically right| None
data/compact1353.txt https://www.compact-online.de/frau-scheswig-hat-eine-goebbels-schnauze/ 2017-03-16 |['Wolfgang Eggert'] | Innenpolitik |radically right| None
data/compact1354.txt https://www.compact-online.de/niederlande-haben-gewaehlt/ 2017-03-15 |['COMPACT-Magazin'] | Allgemein |radically right| None
data/compact1355.txt https://www.compact-online.de/in-ganz-europa-gewinnen-die-patrioten-o-ton-geert-wilders/ 2017-03-15 |['COMPACT-Shop'] | Internationale Politik |radically right| None
data/compact1356.txt https://www.compact-online.de/gruene-wahlpropaganda-nazi-zombies-greifen-buerger-an/ 2017-03-15 |['Karel Meissner'] | Allgemein |radically right| None
data/compact1357.txt https://www.compact-online.de/spd-fordert-familiennachzug-fuer-syrer-csu-das-waere-ueberforderung/ 2017-03-15 |['Esmiralda Sturm'] | Innenpolitik |radically right| None
data/compact1358.txt https://www.compact-online.de/totalueberwachung-ist-demokratie-ueberhaupt-noch-moeglich/ 2017-03-14 |['Dr. Hartmut Grebe'] | Internationale Politik |radically right| None
data/compact1359.txt https://www.compact-online.de/wegen-kriegshetze-rentner-seit-5-wochen-im-hungerstreik-gegen-zwangsgebuehren/ 2017-03-14 |['Paula Varga'] | Innenpolitik |radically right| None
data/compact1360.txt https://www.compact-online.de/von-mord-und-totschlag-und-dem-schweigen-im-walde/ 2017-03-14 |['Online-Autor'] | Innenpolitik |radically right| None
data/compact1361.txt https://www.compact-online.de/wegen-kriegshetze-rentner-seit-5-wochen-im-hungerstreik-gegen-zwangsgebuehren/ 2017-03-14 |['Paula Varga'] | Innenpolitik |radically right| None
data/compact1362.txt https://www.compact-online.de/von-mord-und-totschlag-und-dem-schweigen-im-walde/ 2017-03-14 |['Online-Autor'] | Innenpolitik |radically right| None
data/compact1363.txt https://www.compact-online.de/geert-wilders-nachricht-an-die-tuerken-haltet-euch-von-uns-fern/ 2017-03-14 |['COMPACT-Magazin'] | Innenpolitik |radically right| None
data/compact1364.txt https://www.compact-online.de/bild-online-psychische-probleme-soll-terrorgefahr-runterspielen/ 2017-03-13 |['Katja Wolters'] | Highlights |radically right| None
data/compact1365.txt https://www.compact-online.de/alarm-kriminelle-tuerken-wollen-deutschland-uebernehmen/ 2017-03-13 |['Jürgen Elsässer'] | Innenpolitik |radically right| None
data/compact1366.txt https://www.compact-online.de/fall-amri-bamf-chef-weise-erhebt-schwere-vorwuerfe-gegen-nrw-regierung/ 2017-03-13 |['Katja Wolters'] | Innenpolitik |radically right| None
data/compact1367.txt https://www.compact-online.de/assad-bezeichnet-trumps-bodentruppen-in-syrien-als-invasion/ 2017-03-13 |['Tino Perlick'] | Internationale Politik |radically right| None
data/compact1368.txt https://www.compact-online.de/terror-alarm-in-essen-geplanter-gruppenanschlag-auf-shoppingcenter/ 2017-03-12 |['Esmiralda Sturm'] | Innenpolitik |radically right| None
data/compact1369.txt https://www.compact-online.de/terror-alarm-in-essen-geplanter-gruppenanschlag-auf-shoppingcenter/ 2017-03-12 |['Esmiralda Sturm'] | Innenpolitik |radically right| None
